transaction_id,customer_id,account_number,transaction_date,posting_date,transaction_amount,currency,balance,merchant_name,transaction_type
TXN105912,CUST5412,100000005912,2024-01-03,2024-01-04,122.54,EUR,-14697365.22,Shell Oil,DEBIT
TXN105913,CUST5413,100000005913,2024-01-04,2024-01-05,2987.66,EUR,-14700352.88,Starbucks,FEE
TXN105914,CUST5414,100000005914,2024-01-05,2024-01-05,3198.67,USD,-14703551.55,Shell Oil,DEBIT
TXN105915,CUST5415,100000005915,2024-01-06,2024-01-07,1294.04,EUR,-14704845.59,Walmart,REFUND
TXN105916,CUST5416,100000005916,2024-01-07,2024-01-07,1919.44,INR,-14706765.03,Delta Airlines,FEE
TXN105917,CUST5417,100000005917,2024-01-08,2024-01-08,2723.55,USD,-14709488.58,Apple Store,REFUND
TXN105918,CUST5418,100000005918,2024-01-09,2024-01-09,2699.23,EUR,-14712187.81,Starbucks,FEE
TXN105919,CUST5419,100000005919,2024-01-10,2024-01-11,4472.85,INR,-14716660.66,Uber,FEE
TXN105920,CUST5420,000100000005920,2024-01-11,09/01/2024,4333.49,USD,-14720994.15, Uber ,FEE
TXN105921,CUST5421,100000005921,2024-01-12,2024-01-13,1240.57,USD,-14722234.72,Uber,FEE
TXN105922,CUST5422,100000005922,2024-01-13,2024-01-14,1550.68,INR,-14723785.4,Netflix,FEE
TXN105923,CUST5423,100000005923,2024-01-14,2024-01-14,2027.81,INR,-14725813.21,Apple Store,DEBIT
TXN105924,CUST5424,100000005924,2024-01-15,2024-01-16,3473.48,EUR,-14729286.69,Uber,REFUND
TXN105925,CUST5425,100000005925,2024-01-16,2024-01-16,"$2,618.92",EUR,-14731905.61,Shell Oil,CREDIT 
TXN105926,CUST5426,100000005926,2024-01-17,2024-01-17,420.49,INR,-14732326.1,Apple Store,REFUND
TXN105927,CUST5427,100000005927,2024-01-18,2024-01-18,20.37,USD,-14732346.47,Uber,FEE
TXN105928,CUST5428,100000005928,2024-01-19,2024-01-20,2419.65,INR,-14734766.12,Walmart,DEBIT
TXN105929,CUST5429,100000005929,2024-01-20,2024-01-21,949.12,USD,-14735715.24,Shell Oil,CREDIT
TXN105930,CUST5430,100000005930,2024-01-21,2024-01-22,2054.22,EUR,-14737769.46, Delta Airlines ,DEBIT
TXN105931,CUST5431,100000005931,2024-01-22,2024-01-23,124.71,EUR,-14737894.17,Apple Store,DEBIT
TXN105932,CUST5432,100000005932,2024-01-23,2024-01-24,2080.13,INR,-14739974.3,Uber,CREDIT
TXN105933,CUST5433,100000005933,2024-01-24,2024-01-24,3832.76,INR,-14743807.06,Amazon,CREDIT
TXN105934,CUST5434,100000005934,2024-01-25,2024-01-26,4554.85,INR,-14748361.91,Netflix,FEE
TXN105935,CUST5435,100000005935,2024-01-26,2024-01-26,1090.05,USD,-14749451.96,Walmart,FEE
TXN105936,CUST5436,100000005936,2024-01-27,2024-01-27,3805.3,USD,-14753257.26,Uber,CREDIT
TXN105937,CUST5437,100000005937,2024-01-28,2024-01-29,665.3,INR,-14753922.56,Delta Airlines,FEE
TXN105938,CUST5438,100000005938,2024-01-29,2024-01-29,4242.14,INR,-14758164.7,Amazon,DEBIT
TXN105939,CUST5439,100000005939,2024-01-30,2024-01-30,3320.53,USD,-14761485.23,Amazon,REFUND
TXN105940,CUST5440,000100000005940,2024-01-01,2024-01-02,3183.82,EUR,ABC123, Amazon ,CREDIT 
TXN105941,CUST5441,100000005941,2024-01-02,2024-01-03,2799.97,EUR,-14767469.02,Netflix,DEBIT
TXN105942,CUST5442,100000005942,2024-01-03,2024-01-03,3844.89,USD,-14771313.91,Shell Oil,DEBIT
TXN105943,CUST5443,100000005943,2024-01-04,2024-01-04,4430.37,INR,-14775744.28,Uber,REFUND
TXN105944,CUST5444,100000005944,2024-01-05,2024-01-06,1139.1,INR,-14776883.38,Walmart,FEE
TXN105945,CUST5445,100000005945,2024-01-06,2024-01-06,1290.39,EUR,-14778173.77,Netflix,REFUND
TXN105946,CUST5446,100000005946,2024-01-07,2024-01-07,3031.87,USD,-14781205.64,Walmart,CREDIT
TXN105947,CUST5447,100000005947,2024-01-08,2024-01-08,2912.61,EUR,-14784118.25,Netflix,CREDIT
TXN105948,CUST5448,100000005948,2024-01-09,2024-01-09,3883.15,INR,-14788001.4,Apple Store,DEBIT
TXN105949,CUST5449,100000005949,2024-01-10,2024-01-10,2197.76,INR,-14790199.16,Walmart,DEBIT
TXN105950,CUST5450,100000005950,2024-01-11,2024-01-12,"$4,871.14",USD,-14795070.3, Starbucks ,FEE
TXN105951,CUST5451,100000005951,2024-01-12,2024-01-13,4882.7,EUR,-14799953.0,Amazon,DEBIT
TXN105952,CUST5452,100000005952,2024-01-13,2024-01-13,2296.08,EUR,-14802249.08,Starbucks,CREDIT
TXN105953,CUST5453,100000005953,2024-01-14,2024-01-14,3307.18,INR,-14805556.26,Delta Airlines,REFUND
TXN105954,CUST5454,100000005954,2024-01-15,2024-01-16,2860.2,EUR,-14808416.46,Netflix,CREDIT
TXN105955,CUST5455,100000005955,2024-01-16,2024-01-16,261.96,USD,-14808678.42,Walmart,CREDIT 
TXN105956,CUST5456,100000005956,2024-01-17,2024-01-17,1866.07,INR,-14810544.49,Netflix,DEBIT
TXN105957,CUST5457,100000005957,2024-01-18,2024-01-18,4034.21,USD,-14814578.7,Starbucks,CREDIT
TXN105958,CUST5458,100000005958,2024-01-19,2024-01-19,304.15,INR,-14814882.85,Amazon,DEBIT
TXN105959,CUST5459,100000005959,2024-01-20,2024-01-21,4264.8,EUR,-14819147.65,Amazon,CREDIT
TXN105960,CUST5460,000100000005960,2024-01-21,19/01/2024,4679.13,USD,-14823826.78, Starbucks ,DEBIT
TXN105961,CUST5461,100000005961,2024-01-22,2024-01-22,3851.93,EUR,-14827678.71,Uber,FEE
TXN105962,CUST5462,100000005962,2024-01-23,2024-01-24,4389.05,INR,-14832067.76,Amazon,FEE
TXN105963,CUST5463,100000005963,2024-01-24,2024-01-25,1318.79,INR,-14833386.55,Delta Airlines,REFUND
TXN105964,CUST5464,100000005964,2024-01-25,2024-01-26,2687.12,EUR,-14836073.67,Shell Oil,CREDIT
TXN105965,CUST5465,100000005965,2024-01-26,2024-01-27,2322.94,USD,-14838396.61,Starbucks,CREDIT
TXN105966,CUST5466,100000005966,2024-01-27,2024-01-27,1822.71,INR,-14840219.32,Amazon,CREDIT
TXN105967,CUST5467,100000005967,2024-01-28,2024-01-28,809.4,EUR,-14841028.72,Uber,CREDIT
TXN105968,CUST5468,100000005968,2024-01-29,2024-01-29,2682.99,EUR,-14843711.71,Starbucks,FEE
TXN105969,CUST5469,100000005969,2024-01-30,2024-01-31,1269.61,EUR,-14844981.32,Delta Airlines,CREDIT
TXN105970,CUST5470,100000005970,2024-01-01,2024-01-01,719.5,EUR,ABC123, Starbucks ,REFUND 
TXN105971,CUST5471,100000005971,2024-01-02,2024-01-02,4852.39,USD,-14850553.21,Netflix,DEBIT
TXN105972,CUST5472,100000005972,2024-01-03,2024-01-04,3200.94,INR,-14853754.15,Uber,DEBIT
TXN105973,CUST5473,100000005973,2024-01-04,2024-01-05,4781.79,INR,-14858535.94,Apple Store,FEE
TXN105974,CUST5474,100000005974,2024-01-05,2024-01-05,3818.36,INR,-14862354.3,Starbucks,DEBIT
TXN105975,CUST5475,100000005975,2024-01-06,2024-01-06,$505.57,USD,-14862859.87,Shell Oil,CREDIT
TXN105976,CUST5476,100000005976,2024-01-07,2024-01-08,924.4,INR,-14863784.27,Walmart,REFUND
TXN105977,CUST5477,100000005977,2024-01-08,2024-01-08,3547.01,USD,-14867331.28,Starbucks,DEBIT
TXN105978,CUST5478,100000005978,2024-01-09,2024-01-10,4167.15,USD,-14871498.43,Starbucks,FEE
TXN105979,CUST5479,100000005979,2024-01-10,2024-01-10,275.72,INR,-14871774.15,Amazon,FEE
TXN105980,CUST5480,000100000005980,2024-01-11,2024-01-12,4388.22,INR,-14876162.37, Delta Airlines ,FEE
TXN105981,CUST5481,100000005981,2024-01-12,2024-01-13,3979.05,USD,-14880141.42,Walmart,FEE
TXN105982,CUST5482,100000005982,2024-01-13,2024-01-14,4399.23,EUR,-14884540.65,Netflix,CREDIT
TXN105983,CUST5483,100000005983,2024-01-14,2024-01-14,4149.22,EUR,-14888689.87,Apple Store,FEE
TXN105984,CUST5484,100000005984,2024-01-15,2024-01-15,3783.03,EUR,-14892472.9,Amazon,CREDIT
TXN105985,CUST5485,100000005985,2024-01-16,2024-01-16,730.29,INR,-14893203.19,Apple Store,CREDIT 
TXN105986,CUST5486,100000005986,2024-01-17,2024-01-18,610.9,USD,-14893814.09,Netflix,FEE
TXN105987,CUST5487,100000005987,2024-01-18,2024-01-19,3559.88,USD,-14897373.97,Netflix,REFUND
TXN105988,CUST5488,100000005988,2024-01-19,2024-01-19,1652.0,USD,-14899025.97,Uber,REFUND
TXN105989,CUST5489,100000005989,2024-01-20,2024-01-21,2855.92,USD,-14901881.89,Amazon,FEE
TXN105990,CUST5490,100000005990,2024-01-21,2024-01-22,2632.87,USD,-14904514.76, Shell Oil ,REFUND
TXN105991,CUST5491,100000005991,2024-01-22,2024-01-23,3031.68,EUR,-14907546.44,Netflix,FEE
TXN105992,CUST5492,100000005992,2024-01-23,2024-01-24,1866.73,INR,-14909413.17,Starbucks,DEBIT
TXN105993,CUST5493,100000005993,2024-01-24,2024-01-25,3429.65,USD,-14912842.82,Starbucks,DEBIT
TXN105994,CUST5494,100000005994,2024-01-25,2024-01-25,3703.59,EUR,-14916546.41,Starbucks,CREDIT
TXN105995,CUST5495,100000005995,2024-01-26,2024-01-26,1488.53,EUR,-14918034.94,Delta Airlines,CREDIT
TXN105996,CUST5496,100000005996,2024-01-27,2024-01-27,4821.27,EUR,-14922856.21,Starbucks,CREDIT
TXN105997,CUST5497,100000005997,2024-01-28,2024-01-29,1726.83,USD,-14924583.04,Starbucks,DEBIT
TXN105998,CUST5498,100000005998,2024-01-29,2024-01-30,4894.94,USD,-14929477.98,Uber,FEE
TXN105999,CUST5499,100000005999,2024-01-30,2024-01-31,2834.91,EUR,-14932312.89,Shell Oil,REFUND
TXN106000,CUST5000,000100000006000,2024-01-01,30/12/2023,"$1,353.53",INR,ABC123, Apple Store ,CREDIT 
TXN106001,CUST5001,100000006001,2024-01-02,2024-01-02,4812.72,EUR,-14938479.14,Walmart,DEBIT
TXN106002,CUST5002,100000006002,2024-01-03,2024-01-04,4044.97,INR,-14942524.11,Shell Oil,DEBIT
TXN106003,CUST5003,100000006003,2024-01-04,2024-01-04,2388.97,USD,-14944913.08,Walmart,REFUND
TXN106004,CUST5004,100000006004,2024-01-05,2024-01-06,1265.03,INR,-14946178.11,Shell Oil,FEE
TXN106005,CUST5005,100000006005,2024-01-06,2024-01-07,264.31,USD,-14946442.42,Starbucks,CREDIT
TXN106006,CUST5006,100000006006,2024-01-07,2024-01-07,4882.24,INR,-14951324.66,Starbucks,FEE
TXN106007,CUST5007,100000006007,2024-01-08,2024-01-08,2573.34,INR,-14953898.0,Starbucks,CREDIT
TXN106008,CUST5008,100000006008,2024-01-09,2024-01-09,1379.24,EUR,-14955277.24,Uber,FEE
TXN106009,CUST5009,100000006009,2024-01-10,2024-01-11,4206.49,EUR,-14959483.73,Amazon,CREDIT
TXN106010,CUST5010,100000006010,2024-01-11,2024-01-11,3253.79,EUR,-14962737.52, Uber ,FEE
TXN106011,CUST5011,100000006011,2024-01-12,2024-01-12,4557.11,EUR,-14967294.63,Walmart,FEE
TXN106012,CUST5012,100000006012,2024-01-13,2024-01-14,3291.01,EUR,-14970585.64,Uber,CREDIT
TXN106013,CUST5013,100000006013,2024-01-14,2024-01-14,385.06,EUR,-14970970.7,Starbucks,DEBIT
TXN106014,CUST5014,100000006014,2024-01-15,2024-01-16,4934.47,USD,-14975905.17,Walmart,CREDIT
TXN106015,CUST5015,100000006015,2024-01-16,2024-01-17,682.13,EUR,-14976587.3,Amazon,REFUND 
TXN106016,CUST5016,100000006016,2024-01-17,2024-01-17,788.34,USD,-14977375.64,Walmart,CREDIT
TXN106017,CUST5017,100000006017,2024-01-18,2024-01-18,1299.95,USD,-14978675.59,Starbucks,DEBIT
TXN106018,CUST5018,100000006018,2024-01-19,2024-01-20,405.59,USD,-14979081.18,Walmart,DEBIT
TXN106019,CUST5019,100000006019,2024-01-20,2024-01-21,66.53,INR,-14979147.71,Amazon,CREDIT
TXN106020,CUST5020,000100000006020,2024-01-21,2024-01-21,4908.23,INR,-14984055.94, Uber ,CREDIT
TXN106021,CUST5021,100000006021,2024-01-22,2024-01-23,2948.76,EUR,-14987004.7,Netflix,REFUND
TXN106022,CUST5022,100000006022,2024-01-23,2024-01-23,917.03,EUR,-14987921.73,Amazon,REFUND
TXN106023,CUST5023,100000006023,2024-01-24,2024-01-25,4724.56,USD,-14992646.29,Delta Airlines,DEBIT
TXN106024,CUST5024,100000006024,2024-01-25,2024-01-26,4590.97,EUR,-14997237.26,Starbucks,DEBIT
TXN106025,CUST5025,100000006025,2024-01-26,2024-01-27,$942.69,USD,-14998179.95,Amazon,CREDIT
TXN106026,CUST5026,100000006026,2024-01-27,2024-01-27,1193.84,USD,-14999373.79,Netflix,FEE
TXN106027,CUST5027,100000006027,2024-01-28,2024-01-29,4216.1,USD,-15003589.89,Netflix,DEBIT
TXN106028,CUST5028,100000006028,2024-01-29,2024-01-29,939.55,USD,-15004529.44,Uber,DEBIT
TXN106029,CUST5029,100000006029,2024-01-30,2024-01-31,1566.33,EUR,-15006095.77,Apple Store,CREDIT
TXN106030,CUST5030,100000006030,2024-01-01,2024-01-02,4116.21,EUR,ABC123, Shell Oil ,CREDIT 
TXN106031,CUST5031,100000006031,2024-01-02,2024-01-03,1996.04,USD,-15012208.02,Uber,FEE
TXN106032,CUST5032,100000006032,2024-01-03,2024-01-03,278.85,INR,-15012486.87,Netflix,FEE
TXN106033,CUST5033,100000006033,2024-01-04,2024-01-04,2021.41,USD,-15014508.28,Delta Airlines,CREDIT
TXN106034,CUST5034,100000006034,2024-01-05,2024-01-06,2727.57,EUR,-15017235.85,Shell Oil,DEBIT
TXN106035,CUST5035,100000006035,2024-01-06,2024-01-06,2940.61,EUR,-15020176.46,Starbucks,CREDIT
TXN106036,CUST5036,100000006036,2024-01-07,2024-01-07,4471.52,EUR,-15024647.98,Starbucks,CREDIT
TXN106037,CUST5037,100000006037,2024-01-08,2024-01-08,4130.41,EUR,-15028778.39,Apple Store,FEE
TXN106038,CUST5038,100000006038,2024-01-09,2024-01-10,925.31,EUR,-15029703.7,Starbucks,CREDIT
TXN106039,CUST5039,100000006039,2024-01-10,2024-01-10,4997.33,EUR,-15034701.03,Shell Oil,REFUND
TXN106040,CUST5040,000100000006040,2024-01-11,09/01/2024,2194.12,USD,-15036895.15, Starbucks ,DEBIT
TXN106041,CUST5041,100000006041,2024-01-12,2024-01-13,4819.49,USD,-15041714.64,Shell Oil,DEBIT
TXN106042,CUST5042,100000006042,2024-01-13,2024-01-14,1272.36,USD,-15042987.0,Starbucks,DEBIT
TXN106043,CUST5043,100000006043,2024-01-14,2024-01-15,1559.46,INR,-15044546.46,Netflix,DEBIT
TXN106044,CUST5044,100000006044,2024-01-15,2024-01-15,2155.56,EUR,-15046702.02,Delta Airlines,FEE
TXN106045,CUST5045,100000006045,2024-01-16,2024-01-17,2492.3,USD,-15049194.32,Shell Oil,FEE 
TXN106046,CUST5046,100000006046,2024-01-17,2024-01-18,3693.21,INR,-15052887.53,Walmart,CREDIT
TXN106047,CUST5047,100000006047,2024-01-18,2024-01-19,1428.51,EUR,-15054316.04,Starbucks,DEBIT
TXN106048,CUST5048,100000006048,2024-01-19,2024-01-20,3864.82,EUR,-15058180.86,Walmart,DEBIT
TXN106049,CUST5049,100000006049,2024-01-20,2024-01-20,3353.85,EUR,-15061534.71,Netflix,REFUND
TXN106050,CUST5050,100000006050,2024-01-21,2024-01-21,"$2,254.25",INR,-15063788.96, Amazon ,FEE
TXN106051,CUST5051,100000006051,2024-01-22,2024-01-22,1901.67,USD,-15065690.63,Amazon,CREDIT
TXN106052,CUST5052,100000006052,2024-01-23,2024-01-23,1657.77,EUR,-15067348.4,Apple Store,FEE
TXN106053,CUST5053,100000006053,2024-01-24,2024-01-24,4478.11,INR,-15071826.51,Netflix,CREDIT
TXN106054,CUST5054,100000006054,2024-01-25,2024-01-25,1073.03,INR,-15072899.54,Amazon,CREDIT
TXN106055,CUST5055,100000006055,2024-01-26,2024-01-27,4381.16,USD,-15077280.7,Uber,REFUND
TXN106056,CUST5056,100000006056,2024-01-27,2024-01-27,2356.81,INR,-15079637.51,Uber,CREDIT
TXN106057,CUST5057,100000006057,2024-01-28,2024-01-29,4649.52,USD,-15084287.03,Apple Store,CREDIT
TXN106058,CUST5058,100000006058,2024-01-29,2024-01-29,4564.9,INR,-15088851.93,Walmart,FEE
TXN106059,CUST5059,100000006059,2024-01-30,2024-01-30,2758.28,EUR,-15091610.21,Apple Store,REFUND
TXN106060,CUST5060,000100000006060,2024-01-01,2024-01-02,85.34,INR,ABC123, Apple Store ,FEE 
TXN106061,CUST5061,100000006061,2024-01-02,2024-01-02,4334.24,USD,-15096029.79,Shell Oil,DEBIT
TXN106062,CUST5062,100000006062,2024-01-03,2024-01-04,3851.67,EUR,-15099881.46,Netflix,DEBIT
TXN106063,CUST5063,100000006063,2024-01-04,2024-01-05,799.31,EUR,-15100680.77,Shell Oil,DEBIT
TXN106064,CUST5064,100000006064,2024-01-05,2024-01-06,2568.37,USD,-15103249.14,Shell Oil,FEE
TXN106065,CUST5065,100000006065,2024-01-06,2024-01-06,638.24,EUR,-15103887.38,Shell Oil,CREDIT
TXN106066,CUST5066,100000006066,2024-01-07,2024-01-07,2514.9,USD,-15106402.28,Uber,FEE
TXN106067,CUST5067,100000006067,2024-01-08,2024-01-08,4440.82,EUR,-15110843.1,Shell Oil,CREDIT
TXN106068,CUST5068,100000006068,2024-01-09,2024-01-09,3005.61,EUR,-15113848.71,Starbucks,REFUND
TXN106069,CUST5069,100000006069,2024-01-10,2024-01-10,1859.0,USD,-15115707.71,Walmart,FEE
TXN106070,CUST5070,100000006070,2024-01-11,2024-01-11,2455.39,EUR,-15118163.1, Shell Oil ,CREDIT
TXN106071,CUST5071,100000006071,2024-01-12,2024-01-12,4067.92,USD,-15122231.02,Netflix,DEBIT
TXN106072,CUST5072,100000006072,2024-01-13,2024-01-13,4018.37,USD,-15126249.39,Shell Oil,REFUND
TXN106073,CUST5073,100000006073,2024-01-14,2024-01-14,4276.59,USD,-15130525.98,Uber,REFUND
TXN106074,CUST5074,100000006074,2024-01-15,2024-01-16,2749.48,USD,-15133275.46,Walmart,FEE
TXN106075,CUST5075,100000006075,2024-01-16,2024-01-16,$172.07,EUR,-15133447.53,Starbucks,DEBIT 
TXN106076,CUST5076,100000006076,2024-01-17,2024-01-18,2544.22,USD,-15135991.75,Netflix,REFUND
TXN106077,CUST5077,100000006077,2024-01-18,2024-01-18,4214.47,EUR,-15140206.22,Starbucks,FEE
TXN106078,CUST5078,100000006078,2024-01-19,2024-01-19,1448.76,USD,-15141654.98,Delta Airlines,DEBIT
TXN106079,CUST5079,100000006079,2024-01-20,2024-01-20,3568.43,INR,-15145223.41,Delta Airlines,FEE
TXN106080,CUST5080,000100000006080,2024-01-21,19/01/2024,1870.49,INR,-15147093.9, Uber ,DEBIT
TXN106081,CUST5081,100000006081,2024-01-22,2024-01-22,1545.05,EUR,-15148638.95,Amazon,CREDIT
TXN106082,CUST5082,100000006082,2024-01-23,2024-01-24,1338.91,USD,-15149977.86,Uber,REFUND
TXN106083,CUST5083,100000006083,2024-01-24,2024-01-24,4634.23,INR,-15154612.09,Netflix,FEE
TXN106084,CUST5084,100000006084,2024-01-25,2024-01-25,4735.64,EUR,-15159347.73,Apple Store,FEE
TXN106085,CUST5085,100000006085,2024-01-26,2024-01-26,3001.29,INR,-15162349.02,Netflix,FEE
TXN106086,CUST5086,100000006086,2024-01-27,2024-01-27,2969.71,EUR,-15165318.73,Starbucks,REFUND
TXN106087,CUST5087,100000006087,2024-01-28,2024-01-29,3705.7,USD,-15169024.43,Apple Store,DEBIT
TXN106088,CUST5088,100000006088,2024-01-29,2024-01-29,1748.37,USD,-15170772.8,Walmart,DEBIT
TXN106089,CUST5089,100000006089,2024-01-30,2024-01-30,1341.19,INR,-15172113.99,Netflix,FEE
TXN106090,CUST5090,100000006090,2024-01-01,2024-01-02,3268.73,USD,ABC123, Delta Airlines ,DEBIT 
TXN106091,CUST5091,100000006091,2024-01-02,2024-01-03,467.94,EUR,-15175850.66,Amazon,CREDIT
TXN106092,CUST5092,100000006092,2024-01-03,2024-01-03,2262.9,EUR,-15178113.56,Uber,CREDIT
TXN106093,CUST5093,100000006093,2024-01-04,2024-01-04,2477.12,USD,-15180590.68,Shell Oil,FEE
TXN106094,CUST5094,100000006094,2024-01-05,2024-01-06,628.84,USD,-15181219.52,Uber,FEE
TXN106095,CUST5095,100000006095,2024-01-06,2024-01-06,1460.81,INR,-15182680.33,Apple Store,FEE
TXN106096,CUST5096,100000006096,2024-01-07,2024-01-07,3588.34,INR,-15186268.67,Netflix,FEE
TXN106097,CUST5097,100000006097,2024-01-08,2024-01-08,3547.98,EUR,-15189816.65,Shell Oil,FEE
TXN106098,CUST5098,100000006098,2024-01-09,2024-01-10,4677.52,EUR,-15194494.17,Delta Airlines,FEE
TXN106099,CUST5099,100000006099,2024-01-10,2024-01-11,4146.65,INR,-15198640.82,Uber,FEE
TXN106100,CUST5100,000100000006100,2024-01-11,2024-01-12,$61.49,INR,-15198702.31, Shell Oil ,DEBIT
TXN106101,CUST5101,100000006101,2024-01-12,2024-01-12,1339.14,USD,-15200041.45,Uber,DEBIT
TXN106102,CUST5102,100000006102,2024-01-13,2024-01-14,290.11,EUR,-15200331.56,Uber,CREDIT
TXN106103,CUST5103,100000006103,2024-01-14,2024-01-15,2251.86,EUR,-15202583.42,Uber,FEE
TXN106104,CUST5104,100000006104,2024-01-15,2024-01-15,2407.56,EUR,-15204990.98,Walmart,REFUND
TXN106105,CUST5105,100000006105,2024-01-16,2024-01-16,2629.28,USD,-15207620.26,Starbucks,REFUND 
TXN106106,CUST5106,100000006106,2024-01-17,2024-01-17,2589.98,USD,-15210210.24,Delta Airlines,CREDIT
TXN106107,CUST5107,100000006107,2024-01-18,2024-01-19,2534.54,USD,-15212744.78,Amazon,REFUND
TXN106108,CUST5108,100000006108,2024-01-19,2024-01-19,4649.31,USD,-15217394.09,Apple Store,DEBIT
TXN106109,CUST5109,100000006109,2024-01-20,2024-01-21,3203.02,INR,-15220597.11,Uber,REFUND
TXN106110,CUST5110,100000006110,2024-01-21,2024-01-21,3787.84,USD,-15224384.95, Starbucks ,REFUND
TXN106111,CUST5111,100000006111,2024-01-22,2024-01-22,3913.8,USD,-15228298.75,Walmart,CREDIT
TXN106112,CUST5112,100000006112,2024-01-23,2024-01-24,3353.94,EUR,-15231652.69,Delta Airlines,DEBIT
TXN106113,CUST5113,100000006113,2024-01-24,2024-01-24,878.46,INR,-15232531.15,Amazon,REFUND
TXN106114,CUST5114,100000006114,2024-01-25,2024-01-25,1809.37,USD,-15234340.52,Amazon,DEBIT
TXN106115,CUST5115,100000006115,2024-01-26,2024-01-26,2578.6,EUR,-15236919.12,Shell Oil,CREDIT
TXN106116,CUST5116,100000006116,2024-01-27,2024-01-28,2501.07,USD,-15239420.19,Starbucks,DEBIT
TXN106117,CUST5117,100000006117,2024-01-28,2024-01-29,2254.69,USD,-15241674.88,Netflix,REFUND
TXN106118,CUST5118,100000006118,2024-01-29,2024-01-30,2233.05,EUR,-15243907.93,Amazon,DEBIT
TXN106119,CUST5119,100000006119,2024-01-30,2024-01-30,4696.06,EUR,-15248603.99,Apple Store,DEBIT
TXN106120,CUST5120,000100000006120,2024-01-01,30/12/2023,1056.23,INR,ABC123, Apple Store ,CREDIT 
TXN106121,CUST5121,100000006121,2024-01-02,2024-01-03,541.13,USD,-15250201.35,Apple Store,REFUND
TXN106122,CUST5122,100000006122,2024-01-03,2024-01-04,4061.93,USD,-15254263.28,Delta Airlines,DEBIT
TXN106123,CUST5123,100000006123,2024-01-04,2024-01-04,3154.23,INR,-15257417.51,Shell Oil,CREDIT
TXN106124,CUST5124,100000006124,2024-01-05,2024-01-06,3878.97,INR,-15261296.48,Amazon,FEE
TXN106125,CUST5125,100000006125,2024-01-06,2024-01-07,"$3,942.58",USD,-15265239.06,Apple Store,FEE
TXN106126,CUST5126,100000006126,2024-01-07,2024-01-08,482.2,USD,-15265721.26,Shell Oil,DEBIT
TXN106127,CUST5127,100000006127,2024-01-08,2024-01-09,4587.42,USD,-15270308.68,Amazon,FEE
TXN106128,CUST5128,100000006128,2024-01-09,2024-01-10,3226.07,INR,-15273534.75,Delta Airlines,REFUND
TXN106129,CUST5129,100000006129,2024-01-10,2024-01-11,769.2,EUR,-15274303.95,Apple Store,FEE
TXN106130,CUST5130,100000006130,2024-01-11,2024-01-11,4814.34,EUR,-15279118.29, Delta Airlines ,CREDIT
TXN106131,CUST5131,100000006131,2024-01-12,2024-01-12,2053.55,INR,-15281171.84,Netflix,DEBIT
TXN106132,CUST5132,100000006132,2024-01-13,2024-01-14,1010.83,USD,-15282182.67,Netflix,DEBIT
TXN106133,CUST5133,100000006133,2024-01-14,2024-01-14,4255.13,EUR,-15286437.8,Apple Store,REFUND
TXN106134,CUST5134,100000006134,2024-01-15,2024-01-15,4305.27,EUR,-15290743.07,Netflix,FEE
TXN106135,CUST5135,100000006135,2024-01-16,2024-01-16,4347.14,INR,-15295090.21,Uber,DEBIT 
TXN106136,CUST5136,100000006136,2024-01-17,2024-01-18,845.33,USD,-15295935.54,Amazon,REFUND
TXN106137,CUST5137,100000006137,2024-01-18,2024-01-18,742.67,INR,-15296678.21,Apple Store,FEE
TXN106138,CUST5138,100000006138,2024-01-19,2024-01-19,4293.13,USD,-15300971.34,Uber,FEE
TXN106139,CUST5139,100000006139,2024-01-20,2024-01-21,2056.29,INR,-15303027.63,Shell Oil,FEE
TXN106140,CUST5140,000100000006140,2024-01-21,2024-01-22,2079.23,USD,-15305106.86, Netflix ,FEE
TXN106141,CUST5141,100000006141,2024-01-22,2024-01-22,3690.48,USD,-15308797.34,Netflix,DEBIT
TXN106142,CUST5142,100000006142,2024-01-23,2024-01-24,4704.96,EUR,-15313502.3,Amazon,REFUND
TXN106143,CUST5143,100000006143,2024-01-24,2024-01-24,1864.43,INR,-15315366.73,Apple Store,FEE
TXN106144,CUST5144,100000006144,2024-01-25,2024-01-26,3256.0,EUR,-15318622.73,Amazon,DEBIT
TXN106145,CUST5145,100000006145,2024-01-26,2024-01-27,2100.32,USD,-15320723.05,Walmart,FEE
TXN106146,CUST5146,100000006146,2024-01-27,2024-01-27,724.36,INR,-15321447.41,Apple Store,FEE
TXN106147,CUST5147,100000006147,2024-01-28,2024-01-28,3047.92,USD,-15324495.33,Amazon,CREDIT
TXN106148,CUST5148,100000006148,2024-01-29,2024-01-29,4150.95,INR,-15328646.28,Shell Oil,FEE
TXN106149,CUST5149,100000006149,2024-01-30,2024-01-30,3047.68,EUR,-15331693.96,Apple Store,DEBIT
TXN106150,CUST5150,100000006150,2024-01-01,2024-01-01,"$3,295.08",INR,ABC123, Netflix ,DEBIT 
TXN106151,CUST5151,100000006151,2024-01-02,2024-01-02,4800.2,EUR,-15339789.24,Amazon,FEE
TXN106152,CUST5152,100000006152,2024-01-03,2024-01-03,4924.36,USD,-15344713.6,Delta Airlines,DEBIT
TXN106153,CUST5153,100000006153,2024-01-04,2024-01-04,2922.95,USD,-15347636.55,Walmart,CREDIT
TXN106154,CUST5154,100000006154,2024-01-05,2024-01-05,2614.95,EUR,-15350251.5,Walmart,DEBIT
